1,-36.567
2,-51.575
3,-37.459
4,-50.098
5,-54.215
6,-36.865
7,-51.078
8,-43.489
9,-49.882
10,-50.898
11,-54.834
12,-60.84
13,-71.074
14,-52.52
15,-44.303
16,-52.332
17,-38.229
18,-46.83
19,-52.295
20,-43.022
21,-49.463
22,-45.631
23,-57.891
24,-42.263
25,-57.706
26,-51.92
27,-45.691
28,-38.766
29,-52.154
30,-52.531
31,-49.656
32,-39.163
33,-58.673
34,-39.683
35,-50.809
36,-47.806
37,-46.149
38,-46.185
39,-40.665
40,-37.584
41,-53.934
42,-35.763
43,-65.576
44,-42.549
45,-48.561
46,-64.166
47,-56.531
48,-58.6
49,-57.954
50,-48.969
51,-58.761
52,-49.878
53,-51.119
54,-43.502
55,-49.445
56,-45.35
57,-56.307
58,-33.576
59,-50.505
60,-37.444
61,-50.753
62,-49.087
63,-42.761
64,-50.659
65,-48.151
66,-45.077
67,-46.912
68,-44.81
69,-46.978
70,-53.121
71,-39.079
72,-58.989
73,-54.19
74,-52.461
75,-48.349
76,-42.507
77,-44.939
78,-62.045
79,-35.558
80,-53.671
81,-54.816
82,-51.417
83,-34.016
84,-54.341
85,-42.881
86,-43.212
87,-52.07
88,-37.936
89,-53.45
90,-45.616
91,-46.135
92,-54.797
93,-44.538
94,-57.312
95,-48.681
96,-81.912
97,-90.828
98,-80.342
99,-78.444
100,-81.028
101,-63.09
102,-75.475
103,-72.555
104,-72.507
105,-67.283
106,-78.273
107,-58.687
108,-80.431
109,-73.536
110,-73.383
111,-74.347
112,-62.248
113,-76.771
114,-69.503
115,-74.799
116,-82.794
117,-57.703
118,-62.588
119,-60.146
120,-69.29
121,-61.302
122,-61.797
123,-53.317
124,-66.326
125,-71.457
126,-68.784
127,-69.741
128,-82.971
129,-74.772
130,-69.034
131,-51.381
132,-68.567
133,-86.569
134,-65.86
135,-132.55
136,-150.68
137,-128.42
138,-123.85
139,-139.34
140,-121.41
141,-114.22
142,-127.91
143,-130.32
144,-151.99
145,-137.86
146,-125.62
147,-126.49
148,-115.52
149,-131.31
150,-129.59
151,-135.42
152,-133.57
153,-135.93
154,-129.98
155,-125.19
156,-139.5
157,-147.33
158,-123.55
159,-139.95
160,-66.276
161,-79.193
162,-77.982
163,-71.93
164,-73.139
165,-62.161
166,-88.206
167,-67.483
168,-74.922
169,-79.84
170,-70.961
171,-74.918
172,-75.995
173,-70.764
174,-68.67
175,-73.996
176,-70.964
177,-62.145
178,-79.542
179,-72.642
180,-71.976
181,-51.457
182,-83.333
183,-79.805
184,-75.214
185,-79.178
186,-68.653
187,-69.045
188,-75.781
189,-83.977
190,-60.31
191,-64.942
192,-80.83
193,-81.512
194,-63.209
195,-73.98
196,-57.824
197,-42.304
198,-68.75
199,-74.051
200,-75.689
201,-70.908
202,-81.746
203,-75.755
204,-51.183
205,-70.208
206,-65.992
207,-79.001
208,-83.494
209,-64.353
210,-61.341
211,-67.916
212,-65.802
213,-75.322
214,-81.579
215,-60.663
216,-67.764
217,-80.574
218,-59.498
219,-59.438
220,-81.681
221,-69.057
222,-77.277
223,-76.862
224,-71.487
225,-69.309
226,-72.071
227,-68.278
228,-70.388
229,-64.788
230,-61.758
231,-65.926
232,-62.301
233,-74.775
234,-71.278
235,-74.01
236,-75.245
237,-73.278
238,-75.802
239,-79.917
240,-78.413
241,-63.174
242,-76.82
243,-79.222
244,-62.156
245,-64.484
246,-77.421
247,-63.041
248,-60.736
249,-75.635
250,-80.412
251,-79.758
252,-74.585
253,-85.526
254,-73.02
255,-73.009
256,-72.287
257,-68.626
258,-71.022
259,-68.044
260,-56.585
261,-73.98
262,-71.073
263,-71.986
264,-65.298
265,-54.77
266,-72.544
267,-84.264
268,-58.897
269,-65.874
270,-71.717
271,-62.963
272,-47.309
273,-76.162
274,-60.351
275,-60.896
276,-50.793
277,-59.591
278,-62.831
279,-63.853
280,-48.574
281,-63.553
282,-73.708
283,-58.865
284,-77.022
285,-59.337
286,-67.738
287,-72.3
288,-56.3
289,-61.818
290,-68.85
291,-47.766
292,-62.383
293,-70.167
294,-60.27
295,-65.389
296,-68.767
297,-57.794
298,-61.011
299,-56.66
300,-66.233
301,-54.599
302,-60.817
303,-61.773
304,-62.995
305,-61.891
306,-56.454
307,-62.261
308,-60.437
309,-66.921
310,-40.094
311,-41.87
312,-62.271
313,-49.678
314,-69.189
315,-72.751
316,-56.523
317,-50.306
318,-80.318
319,-46.98
320,-59.061
321,-57.013
322,-68.979
323,-49.803
324,-50.536
325,-52.197
326,-55.897
327,-59.267
328,-52.964
329,-51.718
330,-54.596
331,-54.796
332,-60.732
333,-44.005
334,-64.496
335,-57.843
336,-69.736
337,-45.479
338,-59.69
339,-51.796
340,-70.205
341,-60.534
342,-62.918
343,-56.899
344,-57.124
345,-64.611
346,-50.71
347,-56.081
348,-57.066
349,-60.169
350,-57.55
351,-60.55
352,-76.321
353,-58.225
354,-44.673
355,-64.607
356,-47.347
357,-46.108
358,-57.788
359,-53.19
360,-65.804
361,-41.678
362,-48.041
363,-62.598
364,-62.523
365,-61.824
366,-40.889
367,-56.505
368,-44.117
369,-55.979
370,-74.094
371,-43.656
372,-62.957
373,-66.55
374,-53.332
375,-63.162
376,-62.677
377,-66.379
378,-50.829
379,-53.147
380,-69.039
381,-55.758
382,-47.856
383,-54.338
384,-50.972
385,-50.493
386,-48.413
387,-67.553
388,-45.696
389,-41.419
390,-33.829
391,-39.218
392,-15.214
393,-34.14
394,-16.161
395,-33.353
396,-24.653
397,-21.097
398,-19.116
399,-24.28
400,-28.519
401,-22.172
402,-31.068
403,-33.707
404,-22.196
405,-35.937
406,-33.175
407,-24.848
408,-21.029
409,-28.111
410,-23.27
411,-33.39
412,-34.168
413,-25.113
414,-29.809
415,-40.836
416,-25.316
417,-28.627
418,-24.144
419,-21.476
420,-13.824
421,-23.952
422,-22.39
423,-34.881
424,-24.951
425,-29.438
426,-31.87
427,-27.139
428,-20.387
429,-19.551
430,-37.358
431,-35.31
432,-33.391
433,-13.264
434,-41.563
435,-22.896
436,-10.032
437,-18.794
438,-17.441
439,-38.5
440,-33.609
441,-13.775
442,-39.246
443,-19.735
444,-33.179
445,-21.121
446,-32.155
447,-39.446
448,-26.106
449,-21.836
450,-13.002
451,-19.605
452,-33.94
453,-24.477
454,-22.989
455,-37.83
456,-42.852
457,-28.633
458,-23.129
459,-24.462
460,-27.493
461,-33.598
462,-31.832
463,-26.936
464,-45.342
465,-28.244
466,-9.7372
467,-26.505
468,-24.994
469,-28.22
470,-29.887
471,-29.499
472,-1.5922
473,-19.236
474,-33.638
475,-15.71
476,-16.27
477,-21.078
478,-20.71
479,-37.104
480,-30.747
481,-21.958
482,-32.77
483,-19.871
484,-21.804
485,-28.028
486,-8.2262
487,-32.881
488,-30.822
489,-19.501
490,-30.918
491,-21.279
492,-18.815
493,-23.692
494,-40.037
495,-46.36
496,-22.075
497,-97.289
498,-102.7
499,-85.663
500,-86.53
501,-89.248
502,-88.455
503,-83.028
504,-84.584
505,-101.75
506,-92.906
507,-78.548
508,-84.622
509,-82.396
510,-92.333
511,-86.74
512,-81.47
513,-89.141
514,-98.202
515,-88.887
516,-92.026
517,-99.132
518,-84.39
519,-82.43
520,-81.922
521,-110.38
522,-92.748
523,-75.828
524,-91.967
525,-96.286
526,-78.307
527,-98.072
528,-89.317
529,-76.851
530,-99.698
531,-84.732
532,-90.209
533,-81.802
534,-79.682
535,-89.616
536,-94.51
537,-85.5
538,-91.706
539,-92.321
540,-77.852
541,-106.57
542,-87.706
543,-77.707
544,-100.38
545,-95.689
546,-81.299
547,-86.438
548,-98.444
549,-77.564
550,-92.215
551,-82.674
552,-79.593
553,-88.885
554,-96.777
555,-81.668
556,-67.9
557,-94.811
558,-81.558
559,-79.07
560,-87.394
561,-77.475
562,-92.503
563,-80.403
564,-93.814
565,-61.95
566,-76.965
567,-68.316
568,-57.148
569,-67.469
570,-55.111
571,-64.275
572,-66.881
573,-40.049
574,-67.949
575,-64.634
576,-65.065
577,-67.126
578,-61.366
579,-57.316
580,-67.795
581,-57.031
582,-47.899
583,-56.301
584,-64.07
585,-64.353
586,-57
587,-74.536
588,-60.419
589,-64.603
590,-69.152
591,-58.269
592,-58.897
593,-54.795
594,-66.54
595,-74.6
596,-68.846
597,-62.248
598,-74.612
